
Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 125   | MS 24268  | ELLEN GRACIE        | N | 3 | 4
 126   | ADI 1281  | MAURÍCIO CORRÊA     | N | 3 | 3
 127   | ADI 1274  | CARLOS VELLOSO      | N | 3 | 3
 128   | RE 567454 | CARLOS BRITTO       | N | 3 | 3
 129   | RE 449420 | SEPÚLVEDA PERTENCE  | N | 3 | 2
 130   | RE 388359 | MARCO AURÉLIO       | N | 3 | 2
 131   | MI 758    | MARCO AURÉLIO       | N | 3 | 2
 132   | ADI 2724  | GILMAR MENDES       | N | 3 | 2
 133   | ADI 2059  | EROS GRAU           | N | 3 | 2
 134   | RE 564354 | CÁRMEN LÚCIA        | N | 3 | 2
 135   | ADC 16    | CEZAR PELUSO        | N | 3 | 2
 136   | ADI 800   | TEORI ZAVASCKI      | N | 3 | 1
 137   | ADI 2024  | SEPÚLVEDA PERTENCE  | N | 3 | 1
 138   | EXT 814   | MOREIRA ALVES       | N | 3 | 1
 139   | EXT 793   | MAURÍCIO CORRÊA     | N | 3 | 1
 140   | ADI 2061  | ILMAR GALVÃO        | N | 3 | 1
 141   | RE 298616 | GILMAR MENDES       | N | 3 | 1
 142   | RE 410778 | GILMAR MENDES       | N | 3 | 1
 143   | RE 563965 | CÁRMEN LÚCIA        | N | 3 | 1
 144   | RE 255858 | ILMAR GALVÃO        | N | 3 | 0
 145   | ADI 2334  | GILMAR MENDES       | N | 3 | 0
 146   | ADI 2129  | EROS GRAU           | N | 3 | 0
 147   | ADI 1195  | EDSON FACHIN        | S | 3 | 0
 148   | HC 103826 | CELSO DE MELLO      | S | 3 | 0
 149   | HC 102826 | CELSO DE MELLO      | S | 3 | 0
 150   | ADI 1972  | TEORI ZAVASCKI      | N | 2 | 5
 151   | ADI 1642  | EROS GRAU           | N | 2 | 4
 152   | ADI 4259  | EDSON FACHIN        | N | 2 | 4
 153   | RE 343446 | CARLOS VELLOSO      | N | 2 | 4
 154   | ADI 132   | SEPÚLVEDA PERTENCE  | N | 2 | 3
 155   | ADI 4180  | GILMAR MENDES       | N | 2 | 3
 156   | CC 7204   | CARLOS BRITTO       | N | 2 | 3
 157   | ADI 4478  | AYRES BRITTO        | N | 2 | 3
 158   | ADI 3046  | SEPÚLVEDA PERTENCE  | N | 2 | 2
 159   | INQ 2052  | MARCO AURÉLIO       | N | 2 | 2
 160   | ADI 2280  | JOAQUIM BARBOSA     | N | 2 | 2
 161   | ADI 3323  | JOAQUIM BARBOSA     | N | 2 | 2
 162   | ADI 550   | ILMAR GALVÃO        | N | 2 | 2
 163   | ADI 336   | EROS GRAU           | N | 2 | 2
 164   | HC 85452  | EROS GRAU           | N | 2 | 1
 165   | HC 112324 | ROSA WEBER          | S | 2 | 0
 166   | RE 536754 | RICARDO LEWANDOWSKI | S | 2 | 0
 167   | RE 511222 | RICARDO LEWANDOWSKI | S | 2 | 0
 168   | RE 542594 | RICARDO LEWANDOWSKI | S | 2 | 0
 169   | RE 543163 | RICARDO LEWANDOWSKI | S | 2 | 0
 170   | RE 542646 | RICARDO LEWANDOWSKI | S | 2 | 0
 171   | RE 526512 | RICARDO LEWANDOWSKI | S | 2 | 0
 172   | RE 542422 | RICARDO LEWANDOWSKI | S | 2 | 0
 173   | RE 510735 | RICARDO LEWANDOWSKI | S | 2 | 0
 174   | HC 85273  | CEZAR PELUSO        | S | 2 | 0

stf_pr_1_acordaos_80
Number of decisions which appear on simulations: 224
Number of items whose frequency is higher than 1: 174
Number of decisions which could be in all iterations: 34
decisões que aparecem pelo menos 10 vezes | 4
decisões que aparecem pelo menos 9 vezes | 14
decisões que aparecem pelo menos 8 vezes | 42
186

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | ADI 990   | SYDNEY SANCHES      | N | 10 | 0
 2   | RE 279872 | SEPÚLVEDA PERTENCE  | N | 10 | 0
 3   | RE 298695 | SEPÚLVEDA PERTENCE  | N | 10 | 0
 4   | HC 80721  | NÉRI DA SILVEIRA    | N | 10 | 0
 5   | HC 81162  | MOREIRA ALVES       | N | 10 | 0
 6   | HC 80837  | CELSO DE MELLO      | N | 10 | 0
 7   | MS 30822  | RICARDO LEWANDOWSKI | N | 9 | 1
 8   | ADI 1040  | NÉRI DA SILVEIRA    | N | 9 | 1
 9   | MI 721    | MARCO AURÉLIO       | N | 9 | 1
 10   | ADI 2602  | JOAQUIM BARBOSA     | N | 9 | 1
 11   | RE 377457 | GILMAR MENDES       | N | 9 | 1
 12   | MS 24138  | GILMAR MENDES       | N | 9 | 1
 13   | RE 396266 | CARLOS VELLOSO      | N | 9 | 1
 14   | MS 23061  | SEPÚLVEDA PERTENCE  | S | 9 | 0
 15   | IF 2953   | MARCO AURÉLIO       | S | 9 | 0
 16   | HC 81260  | SEPÚLVEDA PERTENCE  | N | 8 | 2
 17   | RE 571572 | GILMAR MENDES       | N | 8 | 2
 18   | RE 453740 | GILMAR MENDES       | N | 8 | 2
 19   | RE 415454 | GILMAR MENDES       | N | 8 | 2
 20   | ADI 559   | EROS GRAU           | N | 8 | 2
 21   | ADI 3105  | ELLEN GRACIE        | N | 8 | 2
 22   | ADI 678   | CARLOS VELLOSO      | N | 8 | 2
 23   | ADI 1893  | CARLOS VELLOSO      | N | 8 | 2
 24   | HC 81939  | SEPÚLVEDA PERTENCE  | N | 8 | 1
 25   | HC 81611  | SEPÚLVEDA PERTENCE  | N | 8 | 1
 26   | EXT 803   | NELSON JOBIM        | N | 8 | 1
 27   | RE 206048 | MARCO AURÉLIO       | N | 8 | 1
 28   | HC 81261  | SEPÚLVEDA PERTENCE  | S | 8 | 0
 29   | RE 557542 | RICARDO LEWANDOWSKI | S | 8 | 0
 30   | HC 82959  | MARCO AURÉLIO       | N | 8 | 0
 31   | RE 141190 | ILMAR GALVÃO        | N | 8 | 0
 32   | RE 325822 | ILMAR GALVÃO        | N | 8 | 0
 33   | ADI 3322  | GILMAR MENDES       | N | 8 | 0
 34   | RE 416827 | GILMAR MENDES       | S | 8 | 0
 35   | ADI 554   | EROS GRAU           | N | 8 | 0
 36   | MS 24847  | CELSO DE MELLO      | S | 8 | 0
 37   | MS 24845  | CELSO DE MELLO      | S | 8 | 0
 38   | MS 24848  | CELSO DE MELLO      | S | 8 | 0
 39   | MI 529    | CARLOS VELLOSO      | S | 8 | 0
 40   | ADI 1399  | MAURÍCIO CORRÊA     | N | 7 | 3
 41   | ADI 1654  | MAURÍCIO CORRÊA     | N | 7 | 3
 42   | RE 458110 | MARCO AURÉLIO       | N | 7 | 3
 43   | ADI 347   | JOAQUIM BARBOSA     | N | 7 | 3
 44   | RE 258980 | ILMAR GALVÃO        | N | 7 | 3
 45   | ADI 1472  | ILMAR GALVÃO        | N | 7 | 3
 46   | RCL 5758  | CÁRMEN LÚCIA        | N | 7 | 3
 47   | ADI 544   | CARLOS VELLOSO      | N | 7 | 3
 48   | RE 298694 | SEPÚLVEDA PERTENCE  | N | 7 | 2
 49   | RE 558258 | RICARDO LEWANDOWSKI | N | 7 | 2
 50   | HC 81231  | NÉRI DA SILVEIRA    | N | 7 | 2
 51   | ADI 2682  | GILMAR MENDES       | N | 7 | 2
 52   | ADI 2158  | DIAS TOFFOLI        | N | 7 | 2
 53   | RE 376846 | CARLOS VELLOSO      | N | 7 | 2
 54   | ADI 508   | SYDNEY SANCHES      | N | 7 | 1
 55   | RE 484770 | SEPÚLVEDA PERTENCE  | N | 7 | 1
 56   | RHC 81796 | NÉRI DA SILVEIRA    | N | 7 | 1
 57   | RE 313382 | MAURÍCIO CORRÊA     | N | 7 | 1
 58   | ADI 305   | MAURÍCIO CORRÊA     | N | 7 | 1
 59   | MS 24958  | MARCO AURÉLIO       | N | 7 | 1
 60   | ADI 2874  | MARCO AURÉLIO       | N | 7 | 1
 61   | ADI 1991  | EROS GRAU           | N | 7 | 1
 62   | RCL 7569  | ELLEN GRACIE        | N | 7 | 1
 63   | ADI 703   | ELLEN GRACIE        | N | 7 | 1
 64   | ADI 3128  | ELLEN GRACIE        | N | 7 | 1
 65   | MS 24849  | CELSO DE MELLO      | N | 7 | 1
 66   | ADI 699   | SYDNEY SANCHES      | S | 7 | 0
 67   | ADI 2448  | SYDNEY SANCHES      | N | 7 | 0
 68   | ADI 2050  | MAURÍCIO CORRÊA     | N | 7 | 0
 69   | ADI 144   | GILMAR MENDES       | N | 7 | 0
 70   | MS 24268  | ELLEN GRACIE        | N | 7 | 0
 71   | RE 317903 | SEPÚLVEDA PERTENCE  | N | 6 | 4
 72   | RE 272872 | ILMAR GALVÃO        | N | 6 | 4
 73   | ADI 1571  | GILMAR MENDES       | N | 6 | 4
 74   | ADI 2655  | ELLEN GRACIE        | N | 6 | 4
 75   | ADC 4     | SYDNEY SANCHES      | N | 6 | 3
 76   | RE 423768 | MARCO AURÉLIO       | N | 6 | 3
 77   | ADI 743   | ELLEN GRACIE        | N | 6 | 3
 78   | ADI 2732  | DIAS TOFFOLI        | N | 6 | 3
 79   | MS 24784  | CARLOS VELLOSO      | N | 6 | 3
 80   | RE 237718 | SEPÚLVEDA PERTENCE  | N | 6 | 2
 81   | ADI 1918  | MAURÍCIO CORRÊA     | N | 6 | 2
 82   | ADI 1623  | JOAQUIM BARBOSA     | N | 6 | 2
 83   | ADI 2690  | GILMAR MENDES       | N | 6 | 2
 84   | ADI 3847  | GILMAR MENDES       | N | 6 | 2
 85   | ADI 2615  | EROS GRAU           | N | 6 | 2
 86   | ADI 1949  | DIAS TOFFOLI        | N | 6 | 2
 87   | ADI 2242  | MOREIRA ALVES       | N | 6 | 1
 88   | ADI 4369  | MARCO AURÉLIO       | N | 6 | 1
 89   | ADI 1628  | EROS GRAU           | N | 6 | 1
 90   | RE 318644 | ILMAR GALVÃO        | S | 6 | 0
 91   | RE 381964 | GILMAR MENDES       | S | 6 | 0
 92   | ADI 2078  | GILMAR MENDES       | N | 6 | 0
 93   | ADI 3826  | EROS GRAU           | N | 6 | 0
 94   | ADI 2847  | CARLOS VELLOSO      | N | 6 | 0
 95   | RE 346084 | ILMAR GALVÃO        | N | 5 | 5
 96   | ADI 1903  | RICARDO LEWANDOWSKI | N | 5 | 4
 97   | ADI 3533  | EROS GRAU           | N | 5 | 3
 98   | ADI 1141  | ELLEN GRACIE        | N | 5 | 3
 99   | HC 85185  | CEZAR PELUSO        | N | 5 | 3
 100   | ADI 1879  | JOAQUIM BARBOSA     | N | 5 | 2
 101   | ADI 1901  | ILMAR GALVÃO        | N | 5 | 2
 102   | MS 24742  | MARCO AURÉLIO       | N | 5 | 1
 103   | ADI 1646  | GILMAR MENDES       | N | 5 | 1
 104   | ADI 2225  | DIAS TOFFOLI        | N | 5 | 1
 105   | RE 563965 | CÁRMEN LÚCIA        | N | 5 | 1
 106   | ADC 16    | CEZAR PELUSO        | N | 5 | 1
 107   | RE 420816 | CARLOS VELLOSO      | N | 5 | 1
 108   | ADI 1921  | CARLOS VELLOSO      | N | 5 | 1
 109   | ADI 1595  | EROS GRAU           | S | 5 | 0
 110   | ADI 1980  | CEZAR PELUSO        | N | 5 | 0
 111   | ADI 2024  | SEPÚLVEDA PERTENCE  | N | 4 | 3
 112   | RE 419075 | MARCO AURÉLIO       | N | 4 | 3
 113   | RE 290079 | ILMAR GALVÃO        | N | 4 | 3
 114   | ADI 3305  | EROS GRAU           | N | 4 | 3
 115   | ADI 2031  | ELLEN GRACIE        | N | 4 | 3
 116   | RE 418918 | ELLEN GRACIE        | N | 4 | 3
 117   | RE 567454 | CARLOS BRITTO       | N | 4 | 3
 118   | ADI 1721  | CARLOS BRITTO       | N | 4 | 3
 119   | EXT 814   | MOREIRA ALVES       | N | 4 | 2
 120   | EXT 793   | MAURÍCIO CORRÊA     | N | 4 | 1
 121   | ADI 3846  | GILMAR MENDES       | N | 4 | 1
 122   | ADI 2220  | CÁRMEN LÚCIA        | N | 4 | 1
 123   | CC 7204   | CARLOS BRITTO       | N | 4 | 1
 124   | ADI 2055  | MOREIRA ALVES       | S | 4 | 0
 125   | ADI 1281  | MAURÍCIO CORRÊA     | N | 3 | 4
 126   | RE 303673 | MOREIRA ALVES       | N | 3 | 3
 127   | RE 255858 | ILMAR GALVÃO        | N | 3 | 3
 128   | ADI 1642  | EROS GRAU           | N | 3 | 3
 129   | ADI 132   | SEPÚLVEDA PERTENCE  | N | 3 | 2
 130   | ADI 1691  | MOREIRA ALVES       | N | 3 | 2
 131   | HC 81288  | MAURÍCIO CORRÊA     | N | 3 | 2
 132   | HC 109956 | MARCO AURÉLIO       | N | 3 | 2
 133   | ADI 2424  | GILMAR MENDES       | N | 3 | 2
 134   | ADI 1007  | EROS GRAU           | N | 3 | 2
 135   | ADI 1942  | EDSON FACHIN        | N | 3 | 2
 136   | RE 564354 | CÁRMEN LÚCIA        | N | 3 | 2
 137   | RE 305186 | ILMAR GALVÃO        | N | 3 | 1
 138   | ADI 550   | ILMAR GALVÃO        | N | 3 | 1
 139   | ADI 336   | EROS GRAU           | N | 3 | 1
 140   | ADI 1145  | CARLOS VELLOSO      | N | 3 | 1
 141   | RE 449420 | SEPÚLVEDA PERTENCE  | N | 3 | 0
 142   | HC 81409  | NELSON JOBIM        | S | 3 | 0
 143   | ADI 1679  | GILMAR MENDES       | N | 3 | 0
 144   | ADI 2059  | EROS GRAU           | N | 3 | 0
 145   | ADI 1557  | ELLEN GRACIE        | N | 3 | 0
 146   | HC 83544  | CELSO DE MELLO      | S | 3 | 0
 147   | RE 418416 | SEPÚLVEDA PERTENCE  | N | 2 | 6
 148   | HC 83168  | SEPÚLVEDA PERTENCE  | N | 2 | 4
 149   | ADI 2061  | ILMAR GALVÃO        | N | 2 | 4
 150   | ADI 4478  | AYRES BRITTO        | N | 2 | 3
 151   | RE 291188 | SEPÚLVEDA PERTENCE  | N | 2 | 2
 152   | RE 388359 | MARCO AURÉLIO       | N | 2 | 2
 153   | RE 351750 | MARCO AURÉLIO       | N | 2 | 2
 154   | ADI 1976  | JOAQUIM BARBOSA     | N | 2 | 2
 155   | ADI 3323  | JOAQUIM BARBOSA     | N | 2 | 2
 156   | RE 410778 | GILMAR MENDES       | N | 2 | 2
 157   | ADI 2129  | EROS GRAU           | N | 2 | 2
 158   | HC 86712  | EROS GRAU           | N | 2 | 2
 159   | RE 447584 | CEZAR PELUSO        | N | 2 | 2
 160   | HC 90684  | CEZAR PELUSO        | N | 2 | 2
 161   | ADI 1972  | TEORI ZAVASCKI      | N | 2 | 1
 162   | ADI 2832  | RICARDO LEWANDOWSKI | N | 2 | 1
 163   | INQ 2052  | MARCO AURÉLIO       | N | 2 | 1
 164   | HC 84998  | MARCO AURÉLIO       | N | 2 | 1
 165   | ADI 2724  | GILMAR MENDES       | N | 2 | 1
 166   | ADI 2464  | ELLEN GRACIE        | N | 2 | 1
 167   | RE 348827 | CARLOS VELLOSO      | N | 2 | 1
 168   | RE 536754 | RICARDO LEWANDOWSKI | S | 2 | 0
 169   | RE 511222 | RICARDO LEWANDOWSKI | S | 2 | 0
 170   | RE 542594 | RICARDO LEWANDOWSKI | S | 2 | 0
 171   | RE 573232 | RICARDO LEWANDOWSKI | N | 2 | 0
 172   | RE 543163 | RICARDO LEWANDOWSKI | S | 2 | 0
 173   | RE 542646 | RICARDO LEWANDOWSKI | S | 2 | 0
 174   | RE 542422 | RICARDO LEWANDOWSKI | S | 2 | 0
 175   | RE 526512 | RICARDO LEWANDOWSKI | S | 2 | 0
 176   | RE 510735 | RICARDO LEWANDOWSKI | S | 2 | 0
 177   | RE 357950 | MARCO AURÉLIO       | S | 2 | 0
 178   | ADI 1922  | JOAQUIM BARBOSA     | N | 2 | 0
 179   | ADI 1882  | GILMAR MENDES       | N | 2 | 0
 180   | HC 85601  | CEZAR PELUSO        | N | 2 | 0

stf_pr_2_acordaos_80
Number of decisions which appear on simulations: 216
Number of items whose frequency is higher than 1: 180
Number of decisions which could be in all iterations: 34
decisões que aparecem pelo menos 10 vezes | 6
decisões que aparecem pelo menos 9 vezes | 15
decisões que aparecem pelo menos 8 vezes | 39
192

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | MS 24847  | CELSO DE MELLO      | S | 10 | 0
 2   | MS 24845  | CELSO DE MELLO      | S | 10 | 0
 3   | MS 24848  | CELSO DE MELLO      | S | 10 | 0
 4   | HC 81939  | SEPÚLVEDA PERTENCE  | N | 9 | 1
 5   | HC 81611  | SEPÚLVEDA PERTENCE  | N | 9 | 1
 6   | HC 81260  | SEPÚLVEDA PERTENCE  | N | 9 | 1
 7   | RE 298694 | SEPÚLVEDA PERTENCE  | N | 9 | 1
 8   | HC 80721  | NÉRI DA SILVEIRA    | N | 9 | 1
 9   | EXT 803   | NELSON JOBIM        | N | 9 | 1
 10   | RE 272872 | ILMAR GALVÃO        | N | 9 | 1
 11   | RE 453740 | GILMAR MENDES       | N | 9 | 1
 12   | ADI 3105  | ELLEN GRACIE        | N | 9 | 1
 13   | HC 81261  | SEPÚLVEDA PERTENCE  | S | 9 | 0
 14   | IF 2953   | MARCO AURÉLIO       | S | 9 | 0
 15   | HC 80837  | CELSO DE MELLO      | N | 9 | 0
 16   | MI 529    | CARLOS VELLOSO      | S | 9 | 0
 17   | ADI 990   | SYDNEY SANCHES      | N | 8 | 2
 18   | RE 279872 | SEPÚLVEDA PERTENCE  | N | 8 | 2
 19   | ADI 1654  | MAURÍCIO CORRÊA     | N | 8 | 2
 20   | ADI 2874  | MARCO AURÉLIO       | N | 8 | 2
 21   | MS 24138  | GILMAR MENDES       | N | 8 | 2
 22   | ADI 1571  | GILMAR MENDES       | N | 8 | 2
 23   | ADI 1991  | EROS GRAU           | N | 8 | 2
 24   | RE 376846 | CARLOS VELLOSO      | N | 8 | 2
 25   | ADI 1893  | CARLOS VELLOSO      | N | 8 | 2
 26   | ADI 1399  | MAURÍCIO CORRÊA     | N | 8 | 1
 27   | MS 23061  | SEPÚLVEDA PERTENCE  | S | 8 | 0
 28   | ADI 2158  | DIAS TOFFOLI        | N | 8 | 0
 29   | MS 30822  | RICARDO LEWANDOWSKI | N | 7 | 3
 30   | HC 81162  | MOREIRA ALVES       | N | 7 | 3
 31   | MI 721    | MARCO AURÉLIO       | N | 7 | 3
 32   | ADI 2602  | JOAQUIM BARBOSA     | N | 7 | 3
 33   | RE 258980 | ILMAR GALVÃO        | N | 7 | 3
 34   | ADI 1472  | ILMAR GALVÃO        | N | 7 | 3
 35   | RE 377457 | GILMAR MENDES       | N | 7 | 3
 36   | RE 415454 | GILMAR MENDES       | N | 7 | 3
 37   | MS 24849  | CELSO DE MELLO      | N | 7 | 3
 38   | RE 396266 | CARLOS VELLOSO      | N | 7 | 3
 39   | MS 24958  | MARCO AURÉLIO       | N | 7 | 1
 40   | ADI 678   | CARLOS VELLOSO      | N | 7 | 1
 41   | RE 557542 | RICARDO LEWANDOWSKI | S | 7 | 0
 42   | ADI 2055  | MOREIRA ALVES       | S | 7 | 0
 43   | RE 416827 | GILMAR MENDES       | S | 7 | 0
 44   | RE 298695 | SEPÚLVEDA PERTENCE  | N | 6 | 4
 45   | RE 317903 | SEPÚLVEDA PERTENCE  | N | 6 | 4
 46   | ADI 1040  | NÉRI DA SILVEIRA    | N | 6 | 4
 47   | RE 423768 | MARCO AURÉLIO       | N | 6 | 4
 48   | RE 325822 | ILMAR GALVÃO        | N | 6 | 4
 49   | RE 346084 | ILMAR GALVÃO        | N | 6 | 4
 50   | RE 571572 | GILMAR MENDES       | N | 6 | 4
 51   | ADI 703   | ELLEN GRACIE        | N | 6 | 4
 52   | RCL 5758  | CÁRMEN LÚCIA        | N | 6 | 4
 53   | ADC 4     | SYDNEY SANCHES      | N | 6 | 3
 54   | RE 418416 | SEPÚLVEDA PERTENCE  | N | 6 | 3
 55   | RE 558258 | RICARDO LEWANDOWSKI | N | 6 | 3
 56   | ADI 1903  | RICARDO LEWANDOWSKI | N | 6 | 3
 57   | RE 313382 | MAURÍCIO CORRÊA     | N | 6 | 3
 58   | RE 458110 | MARCO AURÉLIO       | N | 6 | 3
 59   | HC 82959  | MARCO AURÉLIO       | N | 6 | 3
 60   | ADI 743   | ELLEN GRACIE        | N | 6 | 3
 61   | ADI 2655  | ELLEN GRACIE        | N | 6 | 3
 62   | ADI 1921  | CARLOS VELLOSO      | N | 6 | 3
 63   | CC 7204   | CARLOS BRITTO       | N | 6 | 3
 64   | ADI 2448  | SYDNEY SANCHES      | N | 6 | 2
 65   | RE 237718 | SEPÚLVEDA PERTENCE  | N | 6 | 2
 66   | RE 484770 | SEPÚLVEDA PERTENCE  | N | 6 | 2
 67   | ADI 1918  | MAURÍCIO CORRÊA     | N | 6 | 2
 68   | ADI 305   | MAURÍCIO CORRÊA     | N | 6 | 2
 69   | ADI 1623  | JOAQUIM BARBOSA     | N | 6 | 2
 70   | ADI 1976  | JOAQUIM BARBOSA     | N | 6 | 2
 71   | RE 410778 | GILMAR MENDES       | N | 6 | 2
 72   | ADI 1007  | EROS GRAU           | N | 6 | 2
 73   | RE 418918 | ELLEN GRACIE        | N | 6 | 2
 74   | RE 563965 | CÁRMEN LÚCIA        | N | 6 | 2
 75   | RE 420816 | CARLOS VELLOSO      | N | 6 | 2
 76   | MS 24784  | CARLOS VELLOSO      | N | 6 | 2
 77   | RE 567454 | CARLOS BRITTO       | N | 6 | 2
 78   | HC 83168  | SEPÚLVEDA PERTENCE  | N | 6 | 1
 79   | ADI 2078  | GILMAR MENDES       | N | 6 | 1
 80   | ADI 3128  | ELLEN GRACIE        | N | 6 | 1
 81   | ADI 2732  | DIAS TOFFOLI        | N | 6 | 1
 82   | ADC 16    | CEZAR PELUSO        | N | 6 | 1
 83   | RE 557097 | RICARDO LEWANDOWSKI | S | 6 | 0
 84   | EXT 793   | MAURÍCIO CORRÊA     | N | 6 | 0
 85   | RE 318644 | ILMAR GALVÃO        | S | 6 | 0
 86   | ADI 2724  | GILMAR MENDES       | N | 6 | 0
 87   | RE 381964 | GILMAR MENDES       | S | 6 | 0
 88   | ADI 1595  | EROS GRAU           | S | 6 | 0
 89   | HC 81231  | NÉRI DA SILVEIRA    | N | 5 | 4
 90   | RE 255858 | ILMAR GALVÃO        | N | 5 | 4
 91   | RE 290079 | ILMAR GALVÃO        | N | 5 | 4
 92   | ADI 1646  | GILMAR MENDES       | N | 5 | 4
 93   | ADI 3305  | EROS GRAU           | N | 5 | 4
 94   | RE 564354 | CÁRMEN LÚCIA        | N | 5 | 4
 95   | ADI 544   | CARLOS VELLOSO      | N | 5 | 4
 96   | ADI 508   | SYDNEY SANCHES      | N | 5 | 3
 97   | RHC 81796 | NÉRI DA SILVEIRA    | N | 5 | 3
 98   | RE 388359 | MARCO AURÉLIO       | N | 5 | 3
 99   | RE 141190 | ILMAR GALVÃO        | N | 5 | 3
 100   | ADI 3533  | EROS GRAU           | N | 5 | 3
 101   | ADI 2615  | EROS GRAU           | N | 5 | 3
 102   | ADI 559   | EROS GRAU           | N | 5 | 3
 103   | HC 109956 | MARCO AURÉLIO       | N | 5 | 2
 104   | ADI 347   | JOAQUIM BARBOSA     | N | 5 | 2
 105   | ADI 2690  | GILMAR MENDES       | N | 5 | 2
 106   | ADI 2682  | GILMAR MENDES       | N | 5 | 2
 107   | ADI 144   | GILMAR MENDES       | N | 5 | 2
 108   | ADI 1949  | DIAS TOFFOLI        | N | 5 | 2
 109   | MS 24742  | MARCO AURÉLIO       | N | 5 | 1
 110   | RE 347825 | ELLEN GRACIE        | N | 5 | 1
 111   | ADI 1980  | CEZAR PELUSO        | N | 5 | 1
 112   | ADI 699   | SYDNEY SANCHES      | S | 5 | 0
 113   | ADI 1141  | ELLEN GRACIE        | N | 4 | 6
 114   | ADI 800   | TEORI ZAVASCKI      | N | 4 | 5
 115   | RE 419075 | MARCO AURÉLIO       | N | 4 | 5
 116   | RCL 7569  | ELLEN GRACIE        | N | 4 | 5
 117   | ADI 2024  | SEPÚLVEDA PERTENCE  | N | 4 | 4
 118   | RE 206048 | MARCO AURÉLIO       | N | 4 | 4
 119   | ADI 2847  | CARLOS VELLOSO      | N | 4 | 4
 120   | EXT 814   | MOREIRA ALVES       | N | 4 | 3
 121   | ADI 2061  | ILMAR GALVÃO        | N | 4 | 3
 122   | RE 298616 | GILMAR MENDES       | N | 4 | 3
 123   | RE 291188 | SEPÚLVEDA PERTENCE  | N | 4 | 2
 124   | ADI 3322  | GILMAR MENDES       | N | 4 | 2
 125   | HC 86712  | EROS GRAU           | N | 4 | 2
 126   | ADI 2031  | ELLEN GRACIE        | N | 4 | 2
 127   | ADI 1691  | MOREIRA ALVES       | N | 3 | 5
 128   | ADI 3847  | GILMAR MENDES       | N | 3 | 5
 129   | RE 354897 | CARLOS VELLOSO      | N | 3 | 5
 130   | ADI 1281  | MAURÍCIO CORRÊA     | N | 3 | 4
 131   | ADI 2050  | MAURÍCIO CORRÊA     | N | 3 | 4
 132   | EXT 1079  | MARCO AURÉLIO       | N | 3 | 4
 133   | ADI 1901  | ILMAR GALVÃO        | N | 3 | 4
 134   | ADI 554   | EROS GRAU           | N | 3 | 4
 135   | HC 85185  | CEZAR PELUSO        | N | 3 | 4
 136   | ADI 1721  | CARLOS BRITTO       | N | 3 | 4
 137   | ADI 4369  | MARCO AURÉLIO       | N | 3 | 3
 138   | MI 758    | MARCO AURÉLIO       | N | 3 | 3
 139   | MS 24268  | ELLEN GRACIE        | N | 3 | 3
 140   | ADI 2189  | DIAS TOFFOLI        | N | 3 | 3
 141   | ADI 2242  | MOREIRA ALVES       | N | 3 | 2
 142   | EXT 974   | MARCO AURÉLIO       | N | 3 | 2
 143   | ADI 2225  | DIAS TOFFOLI        | N | 3 | 2
 144   | ADI 1264  | CÁRMEN LÚCIA        | N | 3 | 2
 145   | ADI 2220  | CÁRMEN LÚCIA        | N | 3 | 1
 146   | ADI 1946  | SYDNEY SANCHES      | N | 3 | 0
 147   | HC 103826 | CELSO DE MELLO      | S | 3 | 0
 148   | HC 102826 | CELSO DE MELLO      | S | 3 | 0
 149   | ADI 1882  | GILMAR MENDES       | N | 2 | 7
 150   | ADI 1662  | MAURÍCIO CORRÊA     | N | 2 | 5
 151   | RE 305186 | ILMAR GALVÃO        | N | 2 | 5
 152   | ADI 1359  | CARLOS VELLOSO      | N | 2 | 5
 153   | ADI 1879  | JOAQUIM BARBOSA     | N | 2 | 4
 154   | ADI 1679  | GILMAR MENDES       | N | 2 | 4
 155   | ADI 2334  | GILMAR MENDES       | N | 2 | 4
 156   | ADI 3826  | EROS GRAU           | N | 2 | 4
 157   | ADI 1642  | EROS GRAU           | N | 2 | 4
 158   | ADI 2464  | ELLEN GRACIE        | N | 2 | 4
 159   | ADI 4083  | CÁRMEN LÚCIA        | N | 2 | 4
 160   | RE 730462 | TEORI ZAVASCKI      | N | 2 | 3
 161   | ADI 132   | SEPÚLVEDA PERTENCE  | N | 2 | 3
 162   | RE 573232 | RICARDO LEWANDOWSKI | N | 2 | 3
 163   | ADI 2556  | JOAQUIM BARBOSA     | N | 2 | 3
 164   | ADI 2129  | EROS GRAU           | N | 2 | 3
 165   | HC 85452  | EROS GRAU           | N | 2 | 3
 166   | ADI 1557  | ELLEN GRACIE        | N | 2 | 3
 167   | RE 565714 | CÁRMEN LÚCIA        | N | 2 | 3
 168   | ADI 4478  | AYRES BRITTO        | N | 2 | 3
 169   | RE 230881 | MOREIRA ALVES       | N | 2 | 2
 170   | HC 81288  | MAURÍCIO CORRÊA     | N | 2 | 2
 171   | ADI 1770  | JOAQUIM BARBOSA     | N | 2 | 2
 172   | ADI 3846  | GILMAR MENDES       | N | 2 | 2
